epoch,loss,cosine_delta
126,4.007222,0.198353
127,0.000000,0.198353
128,0.000000,0.198353
129,0.000000,0.198353
130,4.312547,0.289260
131,0.000000,0.289260
132,0.000000,0.289260
133,0.000000,0.289260
134,2.059532,0.288033
135,5.136863,0.341736
136,3.362495,0.355364
137,0.000000,0.355364
138,0.000000,0.355364
139,14.506773,0.438306
140,0.000000,0.438306
141,0.000000,0.438306
142,0.000000,0.438306
143,0.000000,0.438306
144,0.000000,0.438306
145,0.000000,0.438306
146,6.951390,0.393100
147,0.000000,0.393100
148,0.000000,0.393100
149,0.000000,0.393100
150,0.000000,0.393100
151,0.000000,0.393100
152,0.000000,0.393100
153,0.000000,0.393100
154,0.000000,0.393100
155,0.000000,0.393100
156,4.014071,0.288608
157,3.436691,0.354824
158,9.888563,0.320943
159,0.000000,0.320943
160,10.345221,0.234643
161,0.000000,0.234643
162,0.000000,0.234643
163,3.236865,0.148188
164,3.927106,0.186357
165,4.752900,0.199011
166,0.000000,0.199011
167,4.835394,0.196290
168,0.000000,0.196290
169,3.679642,0.192566
170,0.000000,0.192566
171,0.000000,0.192566
172,0.000000,0.192566
173,0.000000,0.192566
174,4.512318,0.172556
175,0.000000,0.172556
176,5.048509,0.149821
177,3.773927,0.144356
178,0.000000,0.144356
179,0.000000,0.144356
180,0.000000,0.144356
181,0.000000,0.144356
182,0.000000,0.144356
183,1.950850,0.144968
184,0.000000,0.144968
185,2.788300,0.168242
186,3.768383,0.247170
187,2.456129,0.235198
188,2.457528,0.235504
189,3.280796,0.261273
190,0.000000,0.261273
191,5.839785,0.124113
192,0.000000,0.124113
193,0.000000,0.124113
194,0.000000,0.124113
195,0.000000,0.124113
196,4.045913,0.186288
197,0.000000,0.186288
198,0.000000,0.186288
199,0.000000,0.186288
200,6.407677,0.334109
201,0.000000,0.334109
202,0.000000,0.334109
203,14.221098,0.387520
204,0.000000,0.387520
205,3.912321,0.303253
206,8.695499,-0.091289
207,0.000000,-0.091289
208,0.000000,-0.091289
209,4.701938,-0.063381
210,0.000000,-0.063381
211,7.203076,-0.071647
212,11.934001,-0.131481
213,0.000000,-0.131481
214,3.490418,-0.305814
215,0.000000,-0.305814
216,0.000000,-0.305814
217,0.000000,-0.305814
218,0.000000,-0.305814
219,0.000000,-0.305814
220,8.995728,0.143490
221,0.000000,0.143490
222,0.000000,0.143490
223,0.000000,0.143490
224,0.000000,0.143490
225,0.000000,0.143490
226,0.000000,0.143490
227,0.000000,0.143490
228,6.062339,0.075225
229,6.174396,0.085009
230,4.629045,0.060847
231,4.059816,-0.056501
232,0.000000,-0.056501
233,4.692098,0.126778
234,7.180815,0.125815
235,0.000000,0.125815
236,4.073607,0.136873
237,3.226935,0.145381
238,11.729958,0.235173
239,0.000000,0.235173
240,0.000000,0.235173
241,7.740031,0.230426
242,3.436178,0.294913
243,0.000000,0.294913
244,0.000000,0.294913
245,0.000000,0.294913
246,3.115047,0.299967
247,0.000000,0.299967
248,4.150269,0.330770
249,0.000000,0.330770
250,0.000000,0.330770
251,0.000000,0.330770
252,0.000000,0.330770
253,0.000000,0.330770
254,0.000000,0.330770
255,4.713706,0.469287
256,4.458579,0.437818
257,0.000000,0.437818
258,3.681432,0.389446
259,0.000000,0.389446
260,4.595149,0.421605
261,0.000000,0.421605
262,3.461121,0.420692
263,0.000000,0.420692
264,2.106349,0.419114
265,0.000000,0.419114
266,0.000000,0.419114
267,0.000000,0.419114
268,0.000000,0.419114
269,0.000000,0.419114
270,0.000000,0.419114
271,8.738729,0.371545
272,4.091063,0.377162
273,0.000000,0.377162
274,0.000000,0.377162
275,1.588230,0.510406
276,0.000000,0.510406
277,0.000000,0.510406
278,0.000000,0.510406
279,0.000000,0.510406
280,3.002483,0.513342
281,3.713010,0.513357
282,0.000000,0.513357
283,3.063169,0.497330
284,0.000000,0.497330
285,3.815389,0.488116
286,0.000000,0.488116
287,0.000000,0.488116
288,0.000000,0.488116
289,0.000000,0.488116
290,6.603673,0.463105
291,0.000000,0.463105
292,0.000000,0.463105
293,0.000000,0.463105
294,0.000000,0.463105
295,0.000000,0.463105
296,0.000000,0.463105
297,0.000000,0.463105
298,0.000000,0.463105
299,4.499498,0.449958
300,2.150734,0.404737
301,0.000000,0.404737
302,7.228331,0.414645
303,4.151589,0.413974
304,3.152728,0.402780
305,4.414615,0.395712
306,0.000000,0.395712
307,0.000000,0.395712
308,0.000000,0.395712
309,6.314248,0.447144
310,3.474073,0.445929
311,0.000000,0.445929
312,3.149826,0.465623
313,6.159644,0.468744
314,2.283519,0.515495
315,5.388121,0.472591
316,10.317767,0.527395
317,3.733123,0.450894
318,0.000000,0.450894
319,7.204025,0.366525
320,0.000000,0.366525
321,3.996737,0.368941
322,2.611979,0.429067
323,0.000000,0.429067
324,5.607511,0.454517
325,1.801005,0.463022
326,4.753114,0.425559
327,0.000000,0.425559
328,0.000000,0.425559
329,2.701602,0.537495
330,0.000000,0.537495
331,0.000000,0.537495
332,0.000000,0.537495
333,4.628709,0.590604
334,0.000000,0.590604
335,0.000000,0.590604
336,0.000000,0.590604
337,6.441545,0.562998
338,0.000000,0.562998
339,0.000000,0.562998
340,0.000000,0.562998
341,3.434164,0.557551
342,3.723369,0.539445
343,7.826930,0.550668
344,3.284567,0.543075
345,0.000000,0.543075
346,1.088513,0.543072
347,0.000000,0.543072
348,4.085876,0.572652
349,0.000000,0.572652
350,3.255191,0.555568
351,7.549778,0.554312
352,4.695307,0.538931
353,0.000000,0.538931
354,2.784889,0.575349
355,9.306845,0.598158
356,0.000000,0.598158
357,0.000000,0.598158
358,7.884443,0.689832
359,0.000000,0.689832
360,7.411979,0.713803
361,0.000000,0.713803
362,7.808995,0.675714
363,0.000000,0.675714
364,0.000000,0.675714
365,0.000000,0.675714
366,0.000000,0.675714
367,0.000000,0.675714
368,0.000000,0.675714
369,2.867860,0.684917
370,0.000000,0.684917
371,0.000000,0.684917
372,12.391176,0.840838
373,0.000000,0.840838
374,5.145494,0.869100
375,3.055663,0.862758
376,0.000000,0.862758
377,3.377160,0.866851
378,2.691580,0.849353
379,0.000000,0.849353
380,0.000000,0.849353
381,7.017256,0.836748
382,0.000000,0.836748
383,0.000000,0.836748
384,3.277066,0.834056
385,3.506894,0.817533
386,0.000000,0.817533
387,4.107037,0.825451
388,0.000000,0.825451
389,2.320020,0.839099
390,0.772859,0.839896
391,3.400668,0.847413
392,2.595154,0.875407
393,0.000000,0.875407
394,0.000000,0.875407
395,0.000000,0.875407
396,5.243938,0.886656
397,7.054921,0.870002
398,6.321206,0.892468
399,3.383829,0.892726
400,3.891206,0.847358
401,2.196750,0.846727
402,0.000000,0.846727
403,0.000000,0.846727
404,0.000000,0.846727
405,3.614085,0.850278
406,1.979195,0.858150
407,3.529968,0.839086
408,0.000000,0.839086
409,2.026806,0.841033
410,6.076587,0.843960
411,0.000000,0.843960
412,11.887676,0.859006
413,4.429487,0.863729
414,6.940714,0.876260
415,0.000000,0.876260
416,0.000000,0.876260
417,0.000000,0.876260
418,0.000000,0.876260
419,3.757947,0.865533
420,0.000000,0.865533
421,0.000000,0.865533
422,0.000000,0.865533
423,0.000000,0.865533
424,0.000000,0.865533
425,0.000000,0.865533
426,0.000000,0.865533
427,0.000000,0.865533
428,3.427733,0.857127
429,0.000000,0.857127
430,10.111880,0.846742
431,4.055123,0.831403
432,0.000000,0.831403
433,4.360444,0.815989
434,3.920786,0.819610
435,0.000000,0.819610
436,0.000000,0.819610
437,3.406924,0.806650
438,0.000000,0.806650
439,0.000000,0.806650
440,0.000000,0.806650
441,6.892070,0.801677
442,6.137001,0.776465
443,0.000000,0.776465
444,2.992145,0.776707
445,0.000000,0.776707
446,8.589493,0.754639
447,3.814918,0.750061
448,2.906511,0.760868
449,7.207213,0.763757
450,0.000000,0.763757
451,3.217172,0.763025
452,2.420704,0.763509
453,0.000000,0.763509
454,0.000000,0.763509
455,4.197047,0.769313
456,4.537849,0.760478
457,0.000000,0.760478
458,0.000000,0.760478
459,1.725076,0.760708
460,0.000000,0.760708
461,4.128396,0.761855
462,0.000000,0.761855
463,2.827567,0.769700
464,0.000000,0.769700
465,0.000000,0.769700
466,8.173955,0.762319
467,3.182318,0.762454
468,0.000000,0.762454
469,4.047843,0.762425
470,0.000000,0.762425
471,0.000000,0.762425
472,0.000000,0.762425
473,8.510406,0.766050
474,0.000000,0.766050
475,3.215632,0.760200
476,0.000000,0.760200
477,8.014053,0.756889
478,10.153596,0.747240
479,0.000000,0.747240
480,0.000000,0.747240
481,4.341053,0.744474
482,0.000000,0.744474
483,3.822020,0.747964
484,4.472637,0.748363
485,3.498304,0.751180
486,0.000000,0.751180
487,0.000000,0.751180
488,0.000000,0.751180
489,5.231071,0.751350
490,0.000000,0.751350
491,0.000000,0.751350
492,0.000000,0.751350
493,0.000000,0.751350
494,9.265031,0.750017
495,3.572894,0.750594
496,4.648788,0.750605
497,0.000000,0.750605
498,0.000000,0.750605
499,0.000000,0.750605
500,0.000000,0.750605
