epoch,loss,error_rate
1,3.5338750047654335,0.8076923076923077
2,3.492624836705848,0.8076923076923077
3,3.4272392537246503,0.8076923076923077
4,3.574864896428463,0.8461538461538461
5,3.413850392394669,0.8076923076923077
6,3.4048559315274494,0.8076923076923077
7,3.4734238278585003,0.8076923076923077
8,3.15484012165278,0.8076923076923077
9,3.258068002718326,0.8076923076923077
10,3.140474942589762,0.8076923076923077
11,3.075466159724423,0.8076923076923077
12,2.940891471074122,0.8076923076923077
13,3.175453926253959,0.8076923076923077
14,3.073726044079855,0.8076923076923077
15,3.0451673965027872,0.8461538461538461
16,3.0237256179468357,0.8461538461538461
17,3.2069314672513967,0.8461538461538461
18,2.9763571688820214,0.8461538461538461
19,2.8305468685313873,0.8461538461538461
20,2.9127159390255635,0.8461538461538461
21,2.967590799747152,0.8461538461538461
22,2.8379957632114374,0.8076923076923077
23,2.864925817685309,0.8076923076923077
24,2.9039172844313876,0.8076923076923077
25,2.6966873402445524,0.8076923076923077
26,2.766499734352972,0.8461538461538461
27,2.8071205566685355,0.8461538461538461
28,2.6884002328404764,0.8076923076923077
29,2.765331917574778,0.8076923076923077
30,2.762647995550463,0.8461538461538461
31,2.624374252934703,0.8461538461538461
32,2.7278932082411713,0.8076923076923077
33,2.6181979469529226,0.8076923076923077
34,2.7380759835706616,0.8076923076923077
35,2.7120450589897986,0.8461538461538461
36,2.7107643716118277,0.8461538461538461
37,2.7155096080634915,0.8461538461538461
38,2.8202108984044756,0.8076923076923077
39,2.6424691211358033,0.8461538461538461
40,2.510495640005262,0.8461538461538461
41,2.7982131384375606,0.8076923076923077
42,2.435471281929418,0.7692307692307693
43,2.4510800278475986,0.8076923076923077
44,2.3798716751761155,0.8076923076923077
45,2.3247273252147354,0.8076923076923077
46,2.2258501826957433,0.7692307692307693
47,2.202513326886969,0.8076923076923077
48,2.405591260329193,0.8076923076923077
49,2.518035772382252,0.8076923076923077
50,2.54762890352254,0.8076923076923077
51,2.4622579269534475,0.8076923076923077
52,2.3213085069193142,0.8076923076923077
53,2.1982544147535963,0.7692307692307693
54,2.5739614529750208,0.8076923076923077
55,2.401072198094113,0.8461538461538461
56,2.4136825453260613,0.8076923076923077
57,2.2699534494216893,0.8076923076923077
58,2.6679297705123965,0.8076923076923077
59,2.2476758313197607,0.8076923076923077
60,2.3769925878891103,0.8076923076923077
61,2.3165603646750323,0.8076923076923077
62,2.4304376007678767,0.8076923076923077
63,2.3793093944249684,0.8461538461538461
64,2.303807681478328,0.8076923076923077
65,2.2006785885804714,0.8076923076923077
66,2.5009412792096026,0.8076923076923077
67,2.244448031140772,0.8076923076923077
68,2.1913326223966947,0.8076923076923077
69,2.2613995900758916,0.8076923076923077
70,2.278167465061767,0.7692307692307693
71,2.3040487671799688,0.8076923076923077
72,2.29443645870461,0.8076923076923077
73,2.197851691022361,0.8076923076923077
74,2.2651407341706804,0.7692307692307693
75,2.081165910854779,0.8076923076923077
76,2.3687752480074953,0.7692307692307693
77,2.4615510869328965,0.8076923076923077
78,2.2089159600168067,0.8076923076923077
79,2.2281140443979144,0.8076923076923077
80,2.327058318574276,0.8076923076923077
81,2.2543905055618665,0.8076923076923077
