# Trial 6: ath=0.0240  reg=1.84e-04  hd=700  L=9  best_er=0.3462
iter,loss,error_rate
1,3.0655312020260634,0.7307692307692307
2,3.0099901652386114,0.7692307692307693
3,3.1952986866995046,0.6923076923076923
4,2.718806865812846,0.7692307692307693
5,3.757839057649776,0.8076923076923077
6,2.954829299080952,0.7692307692307693
7,2.6408829225071724,0.7692307692307693
8,2.783557435722591,0.7307692307692307
9,2.21907181558605,0.7307692307692307
10,2.9134067654015317,0.8461538461538461
11,3.008046413107812,0.7307692307692307
12,2.757661267140479,0.8076923076923077
13,2.5207501642542773,0.7307692307692307
14,3.2537738560291083,0.6923076923076923
15,2.75428262949051,0.7692307692307693
16,2.5699413785118104,0.7692307692307693
17,2.8101802703708882,0.7692307692307693
18,2.883312447678868,0.7692307692307693
19,3.113943114310697,0.8076923076923077
20,2.4891813674406382,0.7307692307692307
21,2.8460687512517486,0.8076923076923077
22,3.149106982443458,0.8076923076923077
23,2.5896393413020085,0.7692307692307693
24,3.2715694827932147,0.7692307692307693
25,2.6343072387799613,0.7692307692307693
26,3.5696861047840684,0.8076923076923077
27,3.081646212380124,0.7307692307692307
28,4.314970192384393,0.7307692307692307
29,3.313437994048769,0.8461538461538461
30,3.3515197561595045,0.8076923076923077
31,3.4965628606255312,0.6923076923076923
32,2.6510785736899414,0.6923076923076923
33,2.894242947143423,0.7307692307692307
34,2.5360535560692914,0.8076923076923077
35,2.8237399734939315,0.7692307692307693
36,3.2082878523335077,0.7692307692307693
37,2.4101688499335774,0.7692307692307693
38,3.066938468404967,0.7692307692307693
39,2.433179030769687,0.8076923076923077
40,2.8241858176733805,0.7692307692307693
41,2.2487551669764523,0.7692307692307693
42,2.380919409391061,0.8461538461538461
43,2.1101926492721335,0.8846153846153846
44,2.3460740672102505,0.7692307692307693
45,1.8770943831821272,0.6923076923076923
46,1.719856655011903,0.6538461538461539
47,1.7222089091258823,0.5769230769230769
48,2.0149019412990734,0.6538461538461539
49,2.6393808046994023,0.6153846153846154
50,1.9574615117423253,0.5769230769230769
51,1.6534261618534232,0.6153846153846154
52,1.8192795489987725,0.6153846153846154
53,1.7744512725460782,0.6538461538461539
54,1.6903239846874385,0.7307692307692307
55,3.154408313304396,0.6153846153846154
56,1.8117757424093965,0.6153846153846154
57,2.0044856385753365,0.5769230769230769
58,1.8209860017714479,0.6538461538461539
59,1.647080414153201,0.5384615384615384
60,1.93789296895268,0.6538461538461539
61,2.301896055953919,0.6153846153846154
62,3.2104108337733828,0.6538461538461539
63,2.0499782593825984,0.5769230769230769
64,1.5593077164216473,0.5769230769230769
65,2.343196369091436,0.6538461538461539
66,1.9685648535656601,0.6538461538461539
67,1.6566943743376616,0.6153846153846154
68,1.8041942781714875,0.5384615384615384
69,1.7379315973996423,0.6538461538461539
70,1.5620190144870976,0.5384615384615384
71,1.8951329633300686,0.5384615384615384
72,2.1011753023413178,0.6538461538461539
73,1.8309343537158749,0.6153846153846154
74,2.1677175841420624,0.6153846153846154
75,2.1034517680344256,0.6153846153846154
76,2.1183943162370613,0.5384615384615384
77,2.849412347380378,0.5384615384615384
78,1.6430751779923913,0.5384615384615384
79,2.0166333608331914,0.6538461538461539
80,1.8597321129916407,0.6538461538461539
81,1.7441496561733298,0.6153846153846154
82,1.7509325765429922,0.6538461538461539
83,1.5577019550925923,0.6538461538461539
84,1.7350727179399938,0.6153846153846154
85,2.0293601432343875,0.5
86,1.720152373367664,0.5769230769230769
87,1.623739673921686,0.5769230769230769
88,1.506887036387011,0.6538461538461539
89,1.9981775882063513,0.6153846153846154
90,1.4724055248658594,0.6538461538461539
91,1.8242953632660892,0.6923076923076923
92,1.746330056168854,0.5769230769230769
93,1.3047187772841968,0.6153846153846154
94,1.709599937471257,0.6538461538461539
95,1.3615786198587458,0.5769230769230769
96,1.4667673779384942,0.6153846153846154
97,1.7736550053512616,0.7307692307692307
98,1.6492979431976802,0.6153846153846154
99,1.5640143278886875,0.6153846153846154
100,1.6681902078008253,0.6153846153846154
101,1.4035360620639996,0.6153846153846154
102,1.4380442167480947,0.6538461538461539
103,1.1832919884871198,0.5
104,1.2695440684613009,0.5384615384615384
105,1.3931291838696205,0.5769230769230769
106,1.5018950624387055,0.5769230769230769
107,1.4522705140421883,0.6923076923076923
108,1.6983472504271284,0.5769230769230769
109,1.5791981212129018,0.4230769230769231
110,1.0008016538820463,0.5769230769230769
111,1.3553314967048062,0.5769230769230769
112,1.4470714546262116,0.6153846153846154
113,1.2005379717302134,0.5384615384615384
114,1.354668554361841,0.5769230769230769
115,1.1625207842974565,0.5384615384615384
116,1.0570272724190857,0.6538461538461539
117,1.0140476731561177,0.6538461538461539
118,1.2847582474187647,0.5769230769230769
119,1.2294709896380978,0.6923076923076923
120,1.2281254250529297,0.7307692307692307
121,1.4435544304953702,0.6538461538461539
122,1.3081544752233532,0.6153846153846154
123,1.0255611016208195,0.5384615384615384
124,1.1175896597465065,0.6538461538461539
125,1.2639052006372404,0.6153846153846154
126,1.3140435780156787,0.6153846153846154
127,1.121067743267147,0.6153846153846154
128,1.1314157527601045,0.6538461538461539
129,0.9631707174528485,0.6153846153846154
130,1.233506222322747,0.5384615384615384
131,0.8705240535040848,0.5769230769230769
132,1.1004794601995487,0.5384615384615384
133,0.9498143762228417,0.5769230769230769
134,0.8757285218655015,0.5769230769230769
135,1.1606335261988638,0.5769230769230769
136,0.7792576184704543,0.5769230769230769
137,1.2265324066949694,0.5384615384615384
138,0.7918133041694175,0.46153846153846156
139,0.9202725084686909,0.5
140,1.0213037820451012,0.5384615384615384
141,0.9622451796291474,0.5769230769230769
142,0.971655159597276,0.5384615384615384
143,1.0824474459425764,0.6153846153846154
144,0.9623942744074121,0.5769230769230769
145,1.3832853897405406,0.6153846153846154
146,1.22659893956365,0.6538461538461539
147,0.9088377887709136,0.6538461538461539
148,1.0952988878900531,0.6923076923076923
149,1.0325914204263236,0.5769230769230769
150,0.8231572395122195,0.6153846153846154
151,0.7526041879946157,0.6538461538461539
152,0.9398481592010386,0.5769230769230769
153,0.881662836416258,0.5769230769230769
154,0.9150591074920991,0.6153846153846154
155,0.8191082051333844,0.6153846153846154
156,0.7432554888657998,0.5769230769230769
157,0.6944376400149883,0.6538461538461539
158,0.7761495753954226,0.5769230769230769
159,0.8167905843529191,0.38461538461538464
160,0.8653620298590883,0.6153846153846154
161,0.8889536091900876,0.5384615384615384
162,0.9591927336722335,0.6923076923076923
163,0.7769765350507809,0.5
164,0.7728197000305359,0.46153846153846156
165,0.704831327459086,0.46153846153846156
166,0.8756741452333325,0.5384615384615384
167,0.7922840014068209,0.6153846153846154
168,0.6770257041745515,0.5769230769230769
169,0.8581671355284244,0.5
170,0.783215975409814,0.5384615384615384
171,0.8917498277134253,0.5
172,0.9176954816741958,0.5769230769230769
173,0.8006316116350596,0.5769230769230769
174,0.8193746583654193,0.5
175,0.8091258758372439,0.5384615384615384
176,0.7616745548174473,0.5769230769230769
177,0.9649108404270641,0.6538461538461539
178,0.8069221329860232,0.5769230769230769
179,0.7907690550958582,0.5384615384615384
180,0.9761857271390109,0.6153846153846154
181,0.7934875481454009,0.5384615384615384
182,0.9008425658450925,0.5384615384615384
183,0.9671297006908777,0.5384615384615384
184,0.7145870212404728,0.5769230769230769
185,0.6809963519197666,0.5
186,0.7365585426559695,0.5384615384615384
187,0.6851263020456808,0.5384615384615384
188,1.0080280561133863,0.5
189,0.9195406120975265,0.6153846153846154
190,0.713909424269215,0.5384615384615384
191,0.7352642963695386,0.5384615384615384
192,0.7562156881132882,0.5769230769230769
193,0.7177321488055557,0.46153846153846156
194,0.8530178686755439,0.5
195,0.7295748560754749,0.5769230769230769
196,1.0313510202403142,0.5384615384615384
197,0.8625308417033519,0.46153846153846156
198,0.7947427785661811,0.5
199,0.706021038586341,0.5769230769230769
200,0.7141913754174429,0.5769230769230769
201,0.7991617064540932,0.5
202,0.6619000651675679,0.6153846153846154
203,0.8601668272052874,0.5769230769230769
204,0.7490900716698077,0.5384615384615384
205,0.5669405942865109,0.4230769230769231
206,0.7204997285508461,0.5769230769230769
207,0.8427671775216088,0.5
208,0.7019627447714178,0.5384615384615384
209,0.6175725319601337,0.5384615384615384
210,0.7827127125579678,0.5384615384615384
211,0.6054535409584911,0.46153846153846156
212,0.789253335984581,0.46153846153846156
213,0.8723694986588089,0.5
214,0.8103532837228906,0.5
215,0.8451323467650416,0.5769230769230769
216,0.8158071432442342,0.46153846153846156
217,0.9065936349301804,0.5769230769230769
218,0.6132866553631113,0.5
219,0.7004423381621812,0.46153846153846156
220,0.7461514853215041,0.5769230769230769
221,0.801221794092696,0.5384615384615384
222,0.7880892024229511,0.5
223,0.7393887140366782,0.5
224,0.7667872700675882,0.46153846153846156
225,0.7866321553810076,0.5
226,0.7171029612320412,0.5
227,0.7407328661588148,0.5
228,0.8167385645207528,0.5
229,0.6925618425856008,0.4230769230769231
230,0.7959454484177719,0.5384615384615384
231,0.7888881947219222,0.5
232,0.67139250283478,0.5769230769230769
233,0.7343790381749149,0.5769230769230769
234,0.6531279493001252,0.5
235,0.7574514912052721,0.5384615384615384
236,0.7273984362776944,0.46153846153846156
237,0.738588869849147,0.6923076923076923
238,0.723812956869117,0.5384615384615384
239,0.6547869130935857,0.5
240,0.8251058313767134,0.5
241,0.6947478984916766,0.38461538461538464
242,0.6374827652526971,0.5769230769230769
243,0.6230425028114794,0.5
244,0.7745837365568349,0.46153846153846156
245,0.6200305042303698,0.4230769230769231
246,0.8336963961776869,0.46153846153846156
247,0.7056280925277623,0.5384615384615384
248,0.7608393861655176,0.5384615384615384
249,0.6779139781274965,0.46153846153846156
250,0.5616397832752895,0.46153846153846156
251,0.6504435282937893,0.4230769230769231
252,0.670181471641552,0.46153846153846156
253,0.641183125033951,0.5384615384615384
254,0.7183694697385321,0.5
255,0.5444197537543802,0.5384615384615384
256,0.6297819264667401,0.4230769230769231
257,0.652794817645117,0.46153846153846156
258,0.7389756123111373,0.38461538461538464
259,0.5354015426951118,0.5
260,0.6149935012261203,0.46153846153846156
261,0.5127014478568324,0.4230769230769231
262,0.5708686760698578,0.4230769230769231
263,0.5237793364141905,0.46153846153846156
264,0.6262313487229991,0.46153846153846156
265,0.563655074661848,0.5384615384615384
