epoch,loss,error_rate
1,3.882844961975413,0.9230769230769231
10,3.372003917918992,0.9230769230769231
20,2.8796702235279525,0.8076923076923077
30,2.5680094707377865,0.8076923076923077
40,2.3537172500956594,0.8461538461538461
50,2.178201545213237,0.8076923076923077
60,2.1008670964219287,0.7692307692307693
70,1.9614924017663244,0.6538461538461539
80,1.8811525368831323,0.6923076923076923
90,1.849763727393476,0.6923076923076923
100,1.8044390505068049,0.6923076923076923
110,1.7236030236664992,0.6153846153846154
120,1.7228105306229038,0.6538461538461539
130,1.708246545170424,0.6538461538461539
140,1.6545624752994055,0.5384615384615384
150,1.6235431408789862,0.5384615384615384
160,1.610688526560704,0.5384615384615384
170,1.542836749361144,0.5384615384615384
180,1.5482859008104182,0.5
190,1.5404863805390174,0.5
200,1.4880669136031406,0.38461538461538464
210,1.4658919660045158,0.46153846153846156
220,1.4677472057990721,0.46153846153846156
230,1.430025675025312,0.5
240,1.4080645029312742,0.4230769230769231
250,1.3908427871317013,0.4230769230769231
260,1.371766987924691,0.4230769230769231
270,1.374927613469949,0.4230769230769231
280,1.374674011208336,0.34615384615384615
290,1.3909387408800915,0.46153846153846156
300,1.3613961895838183,0.38461538461538464
310,1.3705028936269814,0.38461538461538464
320,1.3529360205480518,0.38461538461538464
330,1.3451085804805243,0.38461538461538464
340,1.3456646674873778,0.38461538461538464
350,1.329488478320533,0.38461538461538464
360,1.3072840217346444,0.3076923076923077
370,1.3070056990720835,0.3076923076923077
380,1.27616516377175,0.3076923076923077
390,1.2679012071409288,0.3076923076923077
400,1.2690242999700445,0.3076923076923077
410,1.2515966451603744,0.3076923076923077
420,1.2336428527213263,0.38461538461538464
430,1.332456017885044,0.3076923076923077
440,1.2369811120296352,0.3076923076923077
450,1.2482824398239867,0.38461538461538464
460,1.2451575845765193,0.3076923076923077
