# Trial 11: ath=0.0233  hd=300  reg=8.14e-04  a=0.0109  c=0.1839  L=10  best_er=0.5000
iter,loss,error_rate
1,3.4820185426846857,0.8076923076923077
2,3.700615215314167,0.8846153846153846
3,3.717916787322406,0.9615384615384616
4,3.4333576628880786,0.8461538461538461
5,3.447946002883222,0.8461538461538461
6,3.396184567380752,0.8846153846153846
7,3.4029131295883355,0.8076923076923077
8,3.429394820916806,0.9230769230769231
9,3.5541158938090938,0.9230769230769231
10,3.752936391391432,0.8461538461538461
11,3.453577588675858,0.8846153846153846
12,3.291954171540787,0.8846153846153846
13,3.393714227265106,1.0
14,3.564873701541513,0.8076923076923077
15,3.7636530458394346,0.9230769230769231
16,3.5552995018920805,0.9230769230769231
17,3.633982706687542,0.9230769230769231
18,3.065412227759323,0.8461538461538461
19,3.272411026132148,0.8461538461538461
20,3.5112676913685874,0.8461538461538461
21,3.490058448263845,0.8076923076923077
22,3.5783775010340304,0.8461538461538461
23,3.580317394583978,0.9230769230769231
24,3.7949413234009337,0.9230769230769231
25,3.6884291941903173,0.8461538461538461
26,3.587101255103631,0.9615384615384616
27,3.2265591819655937,0.8461538461538461
28,3.9075809406574216,0.9230769230769231
29,3.531816430209778,0.8846153846153846
30,3.5418538831373705,0.9230769230769231
31,3.349311927244875,0.8461538461538461
32,3.4102906303294063,0.8846153846153846
33,3.286900638846777,0.8076923076923077
34,3.435577134523223,0.8846153846153846
35,3.0406273826297614,0.8461538461538461
36,3.4707868198390583,0.8461538461538461
37,3.248990741965297,0.8076923076923077
38,3.5532274837493913,0.8076923076923077
39,3.6706878947649746,0.9230769230769231
40,3.351249976355277,0.7307692307692307
41,3.162010658310738,0.9615384615384616
42,3.29754307511156,0.8076923076923077
43,3.219852997439952,0.8076923076923077
44,3.3134395452082748,0.8461538461538461
45,3.2710618986868667,0.8461538461538461
46,2.9541503738368293,0.8461538461538461
47,3.516924975858364,0.8461538461538461
48,3.6432787060680503,0.8846153846153846
49,3.120896918412578,0.8846153846153846
50,3.2541909923624184,0.8846153846153846
51,3.221716222868784,0.8846153846153846
52,3.353203435966294,0.8846153846153846
53,3.3312782460767694,0.9230769230769231
54,3.3335118680967684,0.8076923076923077
55,3.4893540882983176,0.8461538461538461
56,3.5745526508846655,0.8846153846153846
57,3.3123145830621383,0.9615384615384616
58,3.2381157796983726,0.8461538461538461
59,3.0386666103718993,0.9230769230769231
60,3.2315743791026383,0.9230769230769231
61,3.1852410361626964,0.9230769230769231
