epoch,loss
1,2.997786918229223
2,3.207077985353779
3,3.178173070776624
4,2.4110889002717544
5,4.08787054812993
6,2.966974390867255
7,2.4193387063807674
8,2.4555004205138085
9,2.112358263850538
10,3.607736796703822
11,2.9282026847741314
12,3.805577047929167
13,2.2900519536858566
14,2.7865094100429353
15,3.703608703090179
16,3.3522486517443837
17,4.168275239176068
18,3.82431239567454
19,3.366751766191213
20,2.725978892245858
21,2.9858734399613844
22,3.4635258716344044
23,3.9159426335843355
24,2.8465066426017005
25,3.825387425360353
26,2.569774268388163
27,2.90932686945198
28,3.0827613016149145
29,3.131144908002721
30,2.712663250224507
31,2.1539574004858464
32,4.468776302944312
33,4.1242134950567095
34,2.0952346653419633
35,3.975911396845612
36,2.464379663467552
37,2.1425698707570295
38,3.2045254618864094
39,2.843138496651058
40,3.1419672340929243
41,3.192892696763635
42,2.7629218794353205
43,2.5274897442214077
44,2.203272204086781
45,3.32635421308005
46,1.7717289740451656
47,3.1286549140051525
48,3.0106537123244674
49,1.8368901811357814
50,2.798119911476526
51,2.280556304240754
52,2.639509560463357
53,1.9501762522896025
54,2.282859187427128
55,3.0611653289528142
56,2.0123355605162603
57,2.691521159934734
58,4.115791176939711
59,2.4452786109183866
60,2.6077771566857515
61,1.5401282371756464
62,2.759498506507514
63,3.4499423901575303
64,3.375427926117914
65,2.269317196579723
66,3.0237031558735707
67,2.8195757118533677
68,2.198732526256318
69,3.764136494751325
70,2.507682183128887
71,2.4597087992747837
72,2.507534809534487
73,2.4374615940223365
74,2.3623278872545876
75,1.5772424734647326
76,2.8788047390834537
77,3.47603252921082
78,1.5965182228292802
79,1.7407433307761204
80,1.549524608834428
81,1.6972052702404261
82,1.7622678310300104
83,1.9065736307553884
84,3.3134778144031296
85,1.6776783235606008
86,2.0770389503662807
87,1.9179215785887112
88,2.61031463142219
89,3.909019143333746
90,1.7923794526831076
91,1.6825642848975118
92,3.6170790228677188
93,2.4573071626230067
94,2.911012714892532
95,2.558268915928028
96,3.231570182146031
97,3.958504713229957
98,2.9023802312889195
99,2.031485517300674
100,2.229825348703368
101,2.722104746737883
102,2.0472022787615076
103,2.3678967050760305
104,1.736557505394074
105,1.7079777183647256
106,3.0803057366861726
107,2.3198967353174003
108,2.316397756310872
109,2.9871011929357687
110,2.9101912646489643
111,2.784023441941824
112,2.3354724466648196
113,2.5342455194487883
114,2.536782492664145
115,3.159470848321211
116,2.595174728860613
117,2.4674647755432164
118,3.050065275523245
119,3.058508661390277
120,3.214624655279552
121,3.1739951313701833
122,2.9714931563989784
123,2.9669346352703583
124,2.0538557740647185
125,1.9619915253351277
126,2.8467117241564743
127,2.9755244649568224
128,2.1221537602782816
129,2.351451544580306
130,3.3451950717136687
131,2.497479731150914
132,1.7227888488475813
133,2.3590563947307457
134,2.069701222136143
135,2.6858602958242446
136,2.837619408213082
137,2.9922268091849125
138,2.357335908029458
139,2.6275829106047848
140,3.139676600728937
141,1.8976446746999145
142,2.2238252036144814
143,1.9700048185940497
144,1.7194059752983648
145,2.335956222064497
146,2.387931146917079
147,1.5871331678852725
148,2.26666700616679
149,2.463838347853298
150,2.1305381388986016
151,2.0852653395112526
152,3.546307784062991
153,1.890353012738228
154,2.3869701601720177
155,2.6123315142745076
156,2.2862417889242854
157,2.1727609507752126
158,1.2322456264952808
159,2.2374697309694467
160,1.9884583975750725
161,2.0173829532846956
162,1.8890544955439772
163,2.52900979257876
164,3.7061896883914724
165,3.989356039380763
166,2.3584062278743074
167,3.0815745621509487
168,1.7909992656746503
169,2.0347793084457217
170,3.02874238717517
171,2.4516024091162962
172,1.5039853131063061
173,2.0963038159516216
174,3.2710189228662574
175,2.3291562513237962
176,3.09082980053977
177,1.7208199848806887
178,3.3907436518549816
179,1.293549578201735
180,3.8012839072324383
181,2.6413531309703773
182,2.5628917644717792
183,4.56592774901144
184,3.4683515397937126
185,4.267410337476604
186,3.647592805593619
187,3.2146247018836522
188,2.5500223685883077
189,1.7593701261530788
190,1.760032943306007
191,2.9207315226928956
192,1.6519542849839866
193,1.7579698133490007
194,2.2546879668488105
195,3.4344510591337847
196,2.1773859119750503
197,2.0615688867864517
198,1.9751024844125562
199,5.080062507347273
200,2.4352584582190637
201,4.1532255799700755
202,2.549074394662912
203,1.914976113977203
204,2.856169876968166
205,2.2777447559745703
206,1.8533717091787159
207,3.61783644092912
208,3.134891085418672
209,2.5629892324514016
210,2.818631693838599
211,3.1804598670360793
212,2.541407530602358
213,1.8916006268557586
214,2.791173362121391
215,2.933177552872716
216,3.651650445639416
217,2.561318334353536
218,4.043281109835959
219,2.842125700192315
220,2.677219931996576
221,3.304948866359933
222,1.8280847685631418
223,3.5808296647819597
224,3.479862353566512
225,2.8892867640866395
226,4.532552990745198
227,1.8129410827137735
228,3.6663545419204775
229,2.4144764492172874
230,3.0680353291113898
231,1.5163547670422513
232,2.6532990701605565
233,1.5869390761018243
234,2.4774376765587967
235,3.519827430735631
236,1.5490331985938868
237,3.058183563988512
238,2.0746134133004746
239,2.6814569590566033
240,2.1901867360149008
241,3.324724605615737
242,2.8885635338810998
243,2.4504645209888345
244,2.0075454116917038
245,2.300976595159093
246,2.253904123194215
247,2.21442965694836
248,1.4147150240919635
249,3.4798393019944585
250,3.968579669405268
251,3.8437957153215794
